source_city,destination_city,transport_mode,distance_km,shipment_weight_kg,traffic_level,weather_condition,departure_hour,day_of_week,month,transfer_count,historical_delay_rate,actual_delivery_hours
Kolkata,Mumbai,RAIL,1654.8,1670.9,MEDIUM,STORM,19,2,12,0,0.2938,39.56
Patna,Guwahati,RAIL,663.0,911.3,LOW,CLEAR,6,0,9,0,0.0171,8.34
Pune,Patna,ROAD,1402.5,3862.7,MEDIUM,CLEAR,10,1,2,1,0.2887,38.3
Kolkata,Guwahati,AIR,523.8,420.3,HIGH,RAIN,13,2,10,0,0.0766,1.56
Coimbatore,Pune,ROAD,898.3,1266.7,MEDIUM,STORM,20,5,1,0,0.1477,33.0
Lucknow,Kochi,ROAD,1944.0,1871.1,MEDIUM,CLEAR,18,4,11,0,0.2852,53.19
Mumbai,Kolkata,AIR,1654.8,678.4,MEDIUM,CLEAR,10,5,5,0,0.203,4.28
Lucknow,Kolkata,AIR,887.0,3003.9,LOW,RAIN,19,0,4,1,0.1757,8.05
Lucknow,Bhubaneswar,ROAD,881.6,1311.3,MEDIUM,CLEAR,10,6,1,1,0.0978,25.4
Bhubaneswar,Jaipur,RAIL,1258.9,2826.0,MEDIUM,CLEAR,8,3,12,1,0.0877,26.58
Patna,Delhi,ROAD,853.4,1384.3,HIGH,CLEAR,15,0,7,0,0.0098,25.01
Chennai,Pune,ROAD,914.4,1722.8,HIGH,CLEAR,10,6,8,0,0.1759,27.42
Chennai,Kochi,ROAD,559.5,513.4,HIGH,RAIN,15,5,11,0,0.129,19.38
Indore,Surat,ROAD,356.5,514.4,MEDIUM,CLEAR,11,0,7,1,0.0673,11.49
Mumbai,Bhopal,RAIL,661.4,4766.1,MEDIUM,CLEAR,17,3,4,2,0.1153,21.98
Pune,Jaipur,ROAD,953.9,2351.0,HIGH,RAIN,21,6,10,0,0.2823,39.23
Bengaluru,Hyderabad,RAIL,500.0,321.3,HIGH,CLEAR,8,4,7,2,0.2545,18.03
Mumbai,Bhopal,ROAD,661.4,1362.4,MEDIUM,CLEAR,13,1,3,0,0.1291,16.28
Coimbatore,Indore,AIR,1306.5,63.5,HIGH,CLEAR,16,4,11,1,0.294,6.21
Delhi,Bhubaneswar,RAIL,1270.2,550.7,HIGH,CLEAR,7,1,10,1,0.1386,35.51
Mumbai,Indore,AIR,509.8,3474.6,MEDIUM,RAIN,17,2,3,1,0.1047,7.8
Coimbatore,Guwahati,ROAD,2288.2,943.7,LOW,CLEAR,14,1,8,1,0.1164,39.37
Chennai,Visakhapatnam,RAIL,601.6,1263.3,LOW,CLEAR,7,4,12,0,0.2624,10.04
Visakhapatnam,Delhi,AIR,1360.9,29.4,MEDIUM,CLEAR,18,6,10,1,0.0803,5.6
Mumbai,Ahmedabad,ROAD,440.0,684.9,LOW,CLEAR,11,0,3,0,0.0666,7.47
Chennai,Ahmedabad,ROAD,1371.8,1645.7,MEDIUM,CLEAR,7,4,11,1,0.2882,45.7
Bengaluru,Mumbai,ROAD,845.3,1916.7,MEDIUM,CLEAR,7,1,1,0,0.2203,26.35
Patna,Chennai,ROAD,1481.5,3480.1,HIGH,CLEAR,17,5,8,0,0.2291,54.41
Indore,Kochi,ROAD,1422.7,852.1,HIGH,CLEAR,20,0,7,2,0.2221,47.56
Lucknow,Ahmedabad,ROAD,945.1,898.9,MEDIUM,SNOW,10,2,1,0,0.2049,28.33
Kolkata,Bengaluru,ROAD,1560.7,221.7,MEDIUM,CLEAR,5,1,9,0,0.0274,32.87
Delhi,Hyderabad,RAIL,1255.4,858.0,LOW,CLEAR,6,6,4,0,0.2261,16.97
Bhopal,Hyderabad,ROAD,662.8,241.3,MEDIUM,RAIN,15,0,11,1,0.0747,18.76
Kolkata,Chennai,ROAD,1358.4,119.4,LOW,CLEAR,10,4,11,1,0.0397,25.68
Bhopal,Bengaluru,RAIL,1144.2,298.2,MEDIUM,SNOW,11,0,8,2,0.2949,25.27
Nagpur,Kochi,ROAD,1283.0,6703.7,HIGH,CLEAR,10,4,8,1,0.0084,48.05
Visakhapatnam,Lucknow,ROAD,1044.9,792.6,MEDIUM,CLEAR,12,5,1,0,0.0095,26.13
Lucknow,Indore,ROAD,688.7,1427.7,MEDIUM,STORM,15,5,11,0,0.093,25.34
Mumbai,Coimbatore,ROAD,997.2,592.2,MEDIUM,CLEAR,13,0,9,0,0.2533,24.26
Hyderabad,Visakhapatnam,ROAD,502.8,127.9,HIGH,CLEAR,7,5,5,1,0.2934,22.24
Bhubaneswar,Mumbai,ROAD,1361.9,3372.3,MEDIUM,RAIN,12,2,2,3,0.0356,45.24
Surat,Guwahati,ROAD,2001.1,80.9,MEDIUM,STORM,12,4,7,0,0.1186,72.9
Indore,Delhi,AIR,669.2,563.5,LOW,CLEAR,13,6,11,0,0.2203,1.91
Lucknow,Mumbai,AIR,1194.7,1027.1,MEDIUM,RAIN,6,0,11,1,0.1937,7.31
Chennai,Jaipur,ROAD,1607.1,1446.0,LOW,CLEAR,7,2,2,1,0.07,35.98
Bhubaneswar,Patna,ROAD,593.3,458.6,MEDIUM,RAIN,13,6,10,1,0.0988,17.74
Kochi,Delhi,ROAD,2079.7,120.8,MEDIUM,CLEAR,9,0,1,0,0.1783,61.21
Guwahati,Hyderabad,AIR,1677.6,419.3,LOW,RAIN,15,1,5,0,0.0106,4.81
Bhubaneswar,Hyderabad,AIR,837.2,446.5,MEDIUM,CLEAR,10,3,6,0,0.2275,2.29
Hyderabad,Ahmedabad,ROAD,879.5,433.7,LOW,RAIN,8,6,1,0,0.0826,20.97
Hyderabad,Guwahati,ROAD,1677.6,3512.5,LOW,CLEAR,15,2,2,1,0.2485,37.05
Kolkata,Pune,ROAD,1575.4,255.6,LOW,RAIN,11,2,11,0,0.2051,31.34
Coimbatore,Kolkata,AIR,1766.1,1573.7,LOW,RAIN,7,5,8,0,0.1936,5.64
Bhopal,Bengaluru,AIR,1144.2,1326.0,HIGH,SNOW,17,0,10,3,0.2302,12.16
Lucknow,Chennai,ROAD,1532.1,3472.2,HIGH,STORM,11,2,7,1,0.0225,78.5
Guwahati,Bengaluru,RAIL,2080.0,934.7,MEDIUM,CLEAR,20,2,6,0,0.078,31.82
Indore,Bhopal,ROAD,170.1,2833.8,MEDIUM,RAIN,7,2,1,2,0.1565,13.75
Coimbatore,Jaipur,RAIL,1771.7,891.9,MEDIUM,CLEAR,19,4,7,0,0.2331,31.29
Guwahati,Lucknow,AIR,1076.3,1846.9,HIGH,STORM,18,1,10,1,0.2547,8.21
Delhi,Visakhapatnam,ROAD,1360.9,180.6,MEDIUM,RAIN,6,2,3,0,0.1146,31.36
Ahmedabad,Bhopal,ROAD,495.7,46.3,LOW,CLEAR,13,6,6,2,0.2381,15.1
Patna,Chennai,RAIL,1481.5,1725.1,MEDIUM,CLEAR,15,5,5,0,0.0661,23.25
Visakhapatnam,Ahmedabad,ROAD,1257.9,1839.8,HIGH,SNOW,13,6,11,0,0.0247,52.04
Bengaluru,Pune,AIR,735.2,1940.3,LOW,SNOW,10,4,2,3,0.074,11.5
Pune,Visakhapatnam,ROAD,993.7,584.1,MEDIUM,SNOW,21,4,2,1,0.2709,30.81
Surat,Pune,AIR,313.6,6552.9,LOW,RAIN,16,1,3,0,0.1632,6.58
Kochi,Bengaluru,ROAD,367.7,631.5,LOW,CLEAR,21,1,2,0,0.1444,6.88
Bengaluru,Patna,ROAD,1610.3,1817.2,MEDIUM,STORM,18,3,11,0,0.223,63.5
Indore,Jaipur,ROAD,466.3,2238.5,LOW,RAIN,18,2,4,0,0.003,12.67
Hyderabad,Delhi,ROAD,1255.4,8625.6,HIGH,RAIN,16,5,5,1,0.0355,52.49
Kolkata,Nagpur,ROAD,970.1,749.6,MEDIUM,RAIN,15,0,4,0,0.0299,23.62
Surat,Kolkata,RAIL,1609.7,500.8,LOW,RAIN,19,6,10,2,0.0365,29.95
Jaipur,Bhubaneswar,ROAD,1258.9,181.7,HIGH,RAIN,15,1,8,1,0.136,42.87
Indore,Visakhapatnam,ROAD,950.0,7064.5,MEDIUM,RAIN,5,2,6,2,0.0842,40.76
Pune,Ahmedabad,ROAD,518.1,1818.4,MEDIUM,SNOW,14,2,10,1,0.2357,19.28
Visakhapatnam,Bhopal,ROAD,865.7,1888.8,MEDIUM,SNOW,6,6,1,0,0.2517,28.91
Delhi,Bhopal,AIR,595.7,46168.1,HIGH,CLEAR,21,5,9,1,0.2775,52.61
Bhubaneswar,Nagpur,AIR,706.9,1619.8,MEDIUM,CLEAR,15,0,5,0,0.0588,2.98
Mumbai,Delhi,ROAD,1148.1,229.8,LOW,RAIN,14,5,5,0,0.1509,23.97
Patna,Pune,RAIL,1402.5,866.9,LOW,RAIN,7,4,2,2,0.0146,25.15
Pune,Chennai,RAIL,914.4,340.4,LOW,RAIN,13,0,2,1,0.072,14.57
Ahmedabad,Nagpur,AIR,703.1,682.0,MEDIUM,SNOW,10,5,9,0,0.1845,2.3
Mumbai,Delhi,ROAD,1148.1,676.5,LOW,CLEAR,16,0,11,0,0.1267,20.88
Patna,Surat,ROAD,1348.1,542.2,MEDIUM,CLEAR,14,2,11,0,0.2072,30.23
Chennai,Patna,ROAD,1481.5,206.0,MEDIUM,SNOW,13,1,3,1,0.2518,50.77
Nagpur,Coimbatore,AIR,1149.0,7413.1,HIGH,STORM,8,0,10,0,0.0179,10.96
Patna,Hyderabad,RAIL,1142.6,1569.7,MEDIUM,CLEAR,13,3,2,2,0.2816,23.81
Visakhapatnam,Mumbai,ROAD,1101.9,836.7,HIGH,CLEAR,12,4,10,1,0.0127,34.43
Patna,Mumbai,ROAD,1453.2,2722.1,HIGH,CLEAR,18,3,7,0,0.2945,49.43
Pune,Delhi,RAIL,1173.0,1930.0,LOW,CLEAR,19,2,11,1,0.1913,21.97
Patna,Guwahati,AIR,663.0,1526.6,MEDIUM,RAIN,17,3,1,2,0.013,9.05
Visakhapatnam,Bhubaneswar,ROAD,399.0,2494.9,LOW,CLEAR,9,1,10,2,0.1181,16.54
Pune,Patna,RAIL,1402.5,1287.8,HIGH,CLEAR,2,0,6,0,0.0775,27.19
Bengaluru,Visakhapatnam,ROAD,799.0,2451.0,MEDIUM,RAIN,20,1,7,0,0.2396,22.72
Bhubaneswar,Delhi,ROAD,1270.2,2707.4,LOW,RAIN,23,0,7,1,0.0676,30.88
Bengaluru,Delhi,RAIL,1739.8,1333.1,LOW,RAIN,6,5,9,2,0.2479,32.68
Bhopal,Pune,RAIL,643.5,841.8,MEDIUM,CLEAR,16,4,8,3,0.0937,20.3
Kolkata,Mumbai,AIR,1654.8,6880.7,HIGH,CLEAR,11,1,5,0,0.2967,9.85
Bengaluru,Bhubaneswar,ROAD,1196.1,618.0,MEDIUM,CLEAR,7,3,6,1,0.0811,33.91
Kochi,Delhi,ROAD,2079.7,1753.9,LOW,STORM,23,3,1,0,0.2055,58.03
Bengaluru,Surat,ROAD,1042.5,1802.1,LOW,CLEAR,20,0,9,0,0.2401,20.48
Nagpur,Bhubaneswar,ROAD,706.9,527.7,MEDIUM,RAIN,22,6,9,0,0.0649,17.06
Nagpur,Patna,ROAD,790.9,416.0,MEDIUM,RAIN,7,6,7,0,0.0227,21.83
Delhi,Kolkata,ROAD,1303.8,717.2,LOW,SNOW,12,5,9,1,0.1654,36.59
Chennai,Lucknow,ROAD,1532.1,607.5,LOW,CLEAR,19,5,4,0,0.2031,32.01
Kochi,Surat,ROAD,1302.6,190.6,HIGH,CLEAR,16,3,3,1,0.2452,42.86
Surat,Kochi,ROAD,1302.6,501.8,MEDIUM,SNOW,11,5,12,1,0.0818,41.11
Bengaluru,Jaipur,RAIL,1561.5,1509.4,MEDIUM,CLEAR,13,3,12,0,0.2617,26.13
Guwahati,Hyderabad,ROAD,1677.6,5009.7,MEDIUM,RAIN,2,1,11,1,0.2747,51.0
Hyderabad,Kochi,RAIL,862.8,2133.0,MEDIUM,CLEAR,15,1,1,0,0.2338,16.34
Mumbai,Bhubaneswar,AIR,1361.9,48.5,MEDIUM,STORM,18,5,7,0,0.0023,3.87
Coimbatore,Lucknow,RAIL,1809.1,2367.4,LOW,RAIN,0,3,9,3,0.0262,31.71
Mumbai,Surat,ROAD,232.9,561.3,LOW,CLEAR,7,5,1,0,0.2993,5.84
Bhopal,Bhubaneswar,ROAD,928.8,1888.8,HIGH,SNOW,13,1,12,0,0.2202,34.16
Guwahati,Jaipur,RAIL,1588.0,1078.2,HIGH,RAIN,14,3,10,1,0.188,38.12
Bhopal,Chennai,RAIL,1171.1,870.2,MEDIUM,RAIN,10,0,4,0,0.2704,19.7
Bhopal,Visakhapatnam,ROAD,865.7,970.0,LOW,CLEAR,1,1,7,0,0.0119,15.0
Ahmedabad,Coimbatore,ROAD,1413.7,1067.5,LOW,CLEAR,17,0,11,1,0.2272,34.71
Bengaluru,Delhi,RAIL,1739.8,5504.3,LOW,RAIN,8,1,11,1,0.1964,33.06
Bhopal,Hyderabad,ROAD,662.8,1071.1,HIGH,CLEAR,15,4,10,1,0.2545,23.83
Bhubaneswar,Lucknow,RAIL,881.6,4034.5,HIGH,SNOW,14,0,12,2,0.2334,32.1
Delhi,Bhubaneswar,ROAD,1270.2,3387.6,MEDIUM,CLEAR,11,1,9,0,0.1455,30.87
Bhubaneswar,Bengaluru,ROAD,1196.1,2441.7,HIGH,RAIN,14,4,12,0,0.0213,40.93
Jaipur,Nagpur,AIR,723.5,128.5,LOW,CLEAR,16,1,12,0,0.2728,1.86
Surat,Coimbatore,ROAD,1211.7,4187.9,MEDIUM,RAIN,14,3,1,0,0.2291,37.44
Chennai,Nagpur,RAIL,905.3,633.0,LOW,CLEAR,14,6,8,3,0.1069,22.99
Indore,Kochi,ROAD,1422.7,2588.6,LOW,CLEAR,11,5,5,1,0.2952,32.89
Chennai,Hyderabad,ROAD,515.2,341.4,HIGH,CLEAR,11,0,6,0,0.0933,14.67
Hyderabad,Visakhapatnam,AIR,502.8,264.5,HIGH,RAIN,12,1,3,0,0.1112,1.54
Patna,Jaipur,ROAD,943.7,11750.7,LOW,CLEAR,12,4,9,0,0.2924,31.18
Delhi,Ahmedabad,ROAD,775.7,347.8,LOW,SNOW,11,2,11,1,0.2004,19.98
Jaipur,Pune,AIR,953.9,4338.7,MEDIUM,CLEAR,8,2,5,0,0.2638,6.66
Bhopal,Surat,RAIL,525.7,1264.1,LOW,RAIN,16,3,9,2,0.2663,16.11
Bengaluru,Hyderabad,RAIL,500.0,662.4,MEDIUM,RAIN,7,4,4,0,0.1609,9.88
Hyderabad,Lucknow,ROAD,1082.1,1039.2,MEDIUM,CLEAR,19,3,9,0,0.0801,30.05
Pune,Jaipur,ROAD,953.9,230.1,LOW,CLEAR,15,0,1,2,0.2542,26.05
Nagpur,Pune,RAIL,620.1,1078.7,LOW,CLEAR,3,0,11,2,0.1506,16.3
Guwahati,Nagpur,ROAD,1402.1,299.1,LOW,RAIN,15,0,5,0,0.1693,28.33
Visakhapatnam,Pune,ROAD,993.7,682.3,HIGH,STORM,10,1,7,0,0.1624,47.03
Chennai,Kochi,RAIL,559.5,3328.8,LOW,CLEAR,20,5,10,2,0.0029,15.24
Mumbai,Hyderabad,ROAD,621.5,1487.8,MEDIUM,RAIN,20,6,1,1,0.0138,20.14
Delhi,Bhubaneswar,ROAD,1270.2,185.2,LOW,RAIN,18,3,12,1,0.1849,31.21
Bhopal,Ahmedabad,ROAD,495.7,3046.6,MEDIUM,RAIN,14,0,8,1,0.2383,17.07
Chennai,Mumbai,ROAD,1033.1,1087.3,LOW,RAIN,20,0,12,2,0.1371,25.03
Kolkata,Bengaluru,RAIL,1560.7,572.1,LOW,STORM,15,5,7,1,0.0571,28.33
Visakhapatnam,Bhubaneswar,AIR,399.0,2686.5,MEDIUM,RAIN,19,2,3,0,0.122,3.74
Bhubaneswar,Kolkata,ROAD,364.9,897.3,MEDIUM,SNOW,7,6,7,0,0.2305,12.83
Visakhapatnam,Indore,ROAD,950.0,270.8,LOW,CLEAR,19,3,7,1,0.0326,23.43
Hyderabad,Bhopal,RAIL,662.8,10070.6,LOW,SNOW,15,6,12,0,0.1681,18.5
Indore,Bengaluru,ROAD,1099.4,1074.1,HIGH,STORM,9,0,7,0,0.2107,57.47
Indore,Lucknow,ROAD,688.7,994.6,LOW,STORM,23,6,5,1,0.1247,22.32
Chennai,Nagpur,AIR,905.3,674.4,LOW,CLEAR,16,3,3,0,0.1804,2.66
Bhopal,Guwahati,RAIL,1481.2,4518.6,MEDIUM,SNOW,19,3,4,3,0.265,45.97
Surat,Visakhapatnam,ROAD,1155.7,584.1,LOW,CLEAR,0,3,7,0,0.0638,21.23
Ahmedabad,Delhi,AIR,775.7,171.7,MEDIUM,RAIN,14,2,5,1,0.0405,5.16
Kochi,Kolkata,ROAD,1906.4,485.7,MEDIUM,CLEAR,16,4,5,1,0.0183,46.39
Nagpur,Jaipur,AIR,723.5,5389.1,MEDIUM,RAIN,0,5,1,0,0.2179,6.75
Surat,Chennai,RAIL,1196.8,2976.7,MEDIUM,CLEAR,17,5,12,0,0.2702,27.1
Patna,Bhopal,RAIL,823.9,807.5,MEDIUM,CLEAR,15,6,11,0,0.2071,13.5
Kochi,Mumbai,AIR,1080.2,5698.2,MEDIUM,CLEAR,8,2,4,1,0.2929,11.12
Bhopal,Bengaluru,RAIL,1144.2,2690.6,LOW,CLEAR,16,5,2,1,0.2124,20.03
Hyderabad,Mumbai,ROAD,621.5,796.4,LOW,CLEAR,7,6,11,0,0.0865,13.99
Kochi,Hyderabad,ROAD,862.8,898.7,MEDIUM,SNOW,18,0,11,0,0.0767,27.64
Patna,Kochi,RAIL,1976.9,1628.1,LOW,RAIN,18,3,11,3,0.2,39.04
Guwahati,Chennai,RAIL,1882.2,404.1,LOW,SNOW,12,4,7,0,0.2027,28.72
Bengaluru,Guwahati,ROAD,2080.0,1102.6,LOW,SNOW,13,3,9,2,0.1571,49.72
Jaipur,Hyderabad,RAIL,1095.1,1588.0,MEDIUM,CLEAR,11,0,9,0,0.1581,18.37
Coimbatore,Mumbai,RAIL,997.2,144.8,LOW,RAIN,10,4,3,0,0.125,11.78
Surat,Pune,ROAD,313.6,873.8,MEDIUM,RAIN,19,2,7,1,0.105,13.17
Coimbatore,Patna,ROAD,1835.2,762.3,MEDIUM,CLEAR,9,4,4,0,0.1902,47.6
Mumbai,Bengaluru,ROAD,845.3,3765.7,MEDIUM,RAIN,11,0,10,2,0.2243,31.55
Mumbai,Delhi,ROAD,1148.1,119.9,LOW,RAIN,9,0,12,1,0.244,27.7
Kochi,Visakhapatnam,ROAD,1142.8,693.8,HIGH,RAIN,15,4,1,1,0.0924,42.79
Ahmedabad,Bhopal,ROAD,495.7,615.2,LOW,RAIN,18,6,1,1,0.2573,15.71
Surat,Pune,ROAD,313.6,3470.6,HIGH,CLEAR,7,4,4,1,0.0908,17.04
Jaipur,Kochi,ROAD,1888.9,1040.8,MEDIUM,SNOW,8,6,2,1,0.0915,70.04
Jaipur,Visakhapatnam,RAIL,1278.6,9464.6,LOW,CLEAR,6,5,1,1,0.2418,27.28
Coimbatore,Ahmedabad,ROAD,1413.7,2427.6,MEDIUM,SNOW,7,1,12,2,0.2908,54.17
Delhi,Bhopal,AIR,595.7,670.3,MEDIUM,CLEAR,11,0,7,1,0.2797,5.07
Kochi,Mumbai,AIR,1080.2,1462.0,MEDIUM,CLEAR,17,3,10,0,0.0333,3.34
Bhubaneswar,Pune,RAIL,1270.3,717.0,MEDIUM,CLEAR,13,4,7,0,0.0865,18.05
Nagpur,Bhopal,AIR,291.6,3075.7,MEDIUM,CLEAR,3,5,9,0,0.228,3.57
Ahmedabad,Chennai,AIR,1371.8,221.7,MEDIUM,CLEAR,15,3,9,0,0.2419,3.11
Chennai,Guwahati,ROAD,1882.2,408.1,HIGH,CLEAR,17,6,2,0,0.1513,66.02
Nagpur,Guwahati,RAIL,1402.1,1894.7,LOW,RAIN,11,5,2,0,0.0048,19.61
Lucknow,Hyderabad,ROAD,1082.1,4773.8,MEDIUM,STORM,8,4,6,0,0.1506,48.32
Bengaluru,Ahmedabad,RAIL,1237.0,78.1,MEDIUM,CLEAR,17,3,5,2,0.0093,29.1
Ahmedabad,Chennai,ROAD,1371.8,5706.5,MEDIUM,RAIN,1,0,11,1,0.0844,42.32
Guwahati,Surat,ROAD,2001.1,926.9,MEDIUM,SNOW,18,5,4,0,0.1971,70.19
Hyderabad,Bengaluru,ROAD,500.0,114.4,LOW,CLEAR,17,4,4,2,0.0404,15.85
Chennai,Ahmedabad,AIR,1371.8,29.9,MEDIUM,SNOW,19,6,7,2,0.2137,9.35
Nagpur,Bhopal,ROAD,291.6,175.0,LOW,CLEAR,6,0,3,2,0.1864,11.72
Chennai,Indore,ROAD,1168.6,1071.0,LOW,CLEAR,6,1,11,0,0.1289,22.81
Coimbatore,Bhopal,ROAD,1362.2,1013.3,MEDIUM,CLEAR,19,4,1,0,0.1116,37.88
Bhubaneswar,Kolkata,ROAD,364.9,2344.5,LOW,CLEAR,12,3,11,0,0.2744,9.5
Guwahati,Kochi,AIR,2429.0,567.1,LOW,RAIN,11,4,8,1,0.166,10.28
Coimbatore,Nagpur,RAIL,1149.0,290.1,LOW,SNOW,14,3,11,1,0.2667,19.7
Kolkata,Kochi,ROAD,1906.4,668.0,MEDIUM,CLEAR,4,4,4,1,0.1237,45.5
Kolkata,Lucknow,ROAD,887.0,1141.8,HIGH,STORM,15,4,11,1,0.1784,42.19
Pune,Bhubaneswar,ROAD,1270.3,1446.5,MEDIUM,CLEAR,21,1,11,2,0.2864,37.8
Lucknow,Ahmedabad,ROAD,945.1,425.4,LOW,CLEAR,16,5,6,1,0.0372,19.16
Bhubaneswar,Visakhapatnam,AIR,399.0,3234.8,HIGH,SNOW,12,3,4,2,0.0788,9.79
Patna,Kolkata,RAIL,469.2,520.3,LOW,SNOW,21,4,3,2,0.275,12.48
Indore,Kolkata,ROAD,1283.1,386.2,HIGH,RAIN,16,4,2,0,0.1266,42.45
Bhubaneswar,Surat,RAIL,1354.3,572.0,MEDIUM,CLEAR,3,5,7,2,0.0816,28.22
Indore,Bhopal,ROAD,170.1,3983.1,LOW,CLEAR,16,2,12,0,0.2992,6.6
Ahmedabad,Patna,RAIL,1304.5,935.1,MEDIUM,CLEAR,4,0,7,0,0.0307,19.35
Jaipur,Hyderabad,RAIL,1095.1,476.6,LOW,SNOW,9,1,12,3,0.1835,29.12
Surat,Bhubaneswar,RAIL,1354.3,3332.0,MEDIUM,CLEAR,15,6,10,0,0.2364,26.46
Delhi,Pune,RAIL,1173.0,14347.0,LOW,RAIN,8,1,9,0,0.236,32.34
Patna,Surat,AIR,1348.1,1410.4,HIGH,CLEAR,2,1,9,3,0.1326,12.84
Nagpur,Coimbatore,ROAD,1149.0,4820.4,MEDIUM,CLEAR,15,6,12,0,0.0132,31.53
Patna,Surat,ROAD,1348.1,3802.0,HIGH,CLEAR,9,1,11,0,0.2523,50.53
Surat,Nagpur,ROAD,648.8,530.2,HIGH,RAIN,13,3,2,0,0.2408,21.17
Kochi,Coimbatore,RAIL,142.3,1132.2,LOW,RAIN,8,2,8,1,0.0712,5.95
Coimbatore,Guwahati,RAIL,2288.2,235.3,MEDIUM,STORM,16,4,6,0,0.1022,43.45
Bhopal,Lucknow,RAIL,534.5,857.5,HIGH,SNOW,19,4,11,0,0.1538,13.57
Jaipur,Chennai,RAIL,1607.1,517.3,LOW,RAIN,5,3,3,2,0.0342,23.88
Bengaluru,Surat,ROAD,1042.5,676.2,LOW,CLEAR,17,3,10,0,0.2462,22.57
Kochi,Coimbatore,RAIL,142.3,445.9,LOW,STORM,7,5,6,1,0.2766,5.89
Coimbatore,Lucknow,RAIL,1809.1,777.0,LOW,SNOW,9,4,12,0,0.0925,27.86
Nagpur,Pune,ROAD,620.1,2077.0,HIGH,SNOW,10,3,10,1,0.2772,26.19
Bhubaneswar,Bengaluru,ROAD,1196.1,950.1,MEDIUM,CLEAR,8,6,5,1,0.2403,39.15
Bhubaneswar,Ahmedabad,ROAD,1402.2,117.1,MEDIUM,CLEAR,5,0,11,0,0.2183,36.49
Kochi,Kolkata,ROAD,1906.4,447.9,HIGH,SNOW,17,5,3,0,0.2907,91.04
Surat,Guwahati,RAIL,2001.1,177.1,LOW,CLEAR,17,1,1,0,0.0974,28.35
Delhi,Surat,AIR,937.9,1469.8,MEDIUM,CLEAR,23,2,7,0,0.2747,3.72
Mumbai,Bengaluru,RAIL,845.3,2006.2,LOW,CLEAR,20,0,5,0,0.0295,11.69
Kolkata,Delhi,ROAD,1303.8,1492.0,LOW,RAIN,11,3,2,0,0.1434,27.07
Jaipur,Bhubaneswar,RAIL,1258.9,426.3,LOW,CLEAR,7,5,12,0,0.1656,17.63
Patna,Coimbatore,RAIL,1835.2,1474.7,LOW,RAIN,0,2,1,0,0.0368,24.06
Lucknow,Kochi,ROAD,1944.0,623.8,MEDIUM,RAIN,13,4,8,0,0.2212,52.13
Mumbai,Bengaluru,AIR,845.3,279.8,MEDIUM,RAIN,18,2,4,2,0.1426,8.15
Kolkata,Delhi,ROAD,1303.8,2671.3,LOW,CLEAR,8,5,4,0,0.1367,31.19
Guwahati,Chennai,ROAD,1882.2,2926.7,LOW,STORM,7,6,3,1,0.1744,63.21
Guwahati,Kochi,ROAD,2429.0,3424.4,MEDIUM,CLEAR,11,5,5,1,0.0404,60.53
Ahmedabad,Kochi,ROAD,1507.8,528.5,LOW,CLEAR,19,2,9,0,0.06,31.35
Visakhapatnam,Delhi,AIR,1360.9,4515.3,HIGH,CLEAR,12,5,4,0,0.0542,7.47
Patna,Chennai,ROAD,1481.5,606.5,HIGH,CLEAR,16,0,9,0,0.2856,45.57
Coimbatore,Patna,ROAD,1835.2,2402.3,MEDIUM,RAIN,12,6,6,1,0.232,53.92
Bhubaneswar,Bengaluru,ROAD,1196.1,594.0,MEDIUM,CLEAR,10,5,10,0,0.1588,29.64
Indore,Delhi,ROAD,669.2,838.2,MEDIUM,SNOW,11,4,6,0,0.1978,18.22
Ahmedabad,Delhi,ROAD,775.7,60.0,MEDIUM,CLEAR,17,4,5,2,0.195,25.64
Indore,Nagpur,ROAD,376.4,763.3,HIGH,STORM,17,1,7,1,0.0787,20.99
Pune,Visakhapatnam,RAIL,993.7,1223.3,HIGH,RAIN,11,3,9,0,0.026,21.09
Pune,Indore,ROAD,511.2,670.4,MEDIUM,CLEAR,8,0,6,2,0.1665,21.21
Indore,Hyderabad,RAIL,653.6,9022.0,MEDIUM,RAIN,7,2,11,0,0.0789,21.2
Bhopal,Kochi,ROAD,1487.1,271.8,HIGH,CLEAR,0,4,7,0,0.262,44.49
Bhopal,Delhi,RAIL,595.7,557.6,LOW,STORM,6,2,4,0,0.0708,9.06
Ahmedabad,Visakhapatnam,AIR,1257.9,370.2,MEDIUM,SNOW,7,5,1,2,0.1719,8.88
Jaipur,Bhubaneswar,ROAD,1258.9,557.5,MEDIUM,RAIN,16,5,5,0,0.126,36.72
Mumbai,Patna,ROAD,1453.2,3780.8,MEDIUM,CLEAR,18,3,1,1,0.2229,45.84
Indore,Bhubaneswar,AIR,1065.4,6461.6,LOW,STORM,16,2,1,1,0.2852,12.88
Bhopal,Lucknow,ROAD,534.5,473.0,LOW,RAIN,16,2,5,1,0.1235,12.36
Coimbatore,Pune,RAIL,898.3,460.5,LOW,RAIN,23,3,4,0,0.0133,10.36
Surat,Coimbatore,ROAD,1211.7,273.5,MEDIUM,CLEAR,21,5,11,0,0.1984,29.78
Lucknow,Nagpur,ROAD,661.4,5258.2,HIGH,CLEAR,8,0,9,1,0.0388,29.27
Delhi,Chennai,RAIL,1755.8,4209.9,HIGH,RAIN,7,3,10,0,0.0314,44.86
Chennai,Guwahati,AIR,1882.2,965.7,LOW,RAIN,7,3,7,1,0.1985,8.72
